시작일,종료일,행사명,행사주소,연락처,위도,경도
20211029,20211031,KYMF 대한민국청소년미디어대전,서울특별시 용산구 한강대로 255,02-795-8000(내선2번),37.5410515470,126.9726361655
20210520,20211031,Let's DMZ 평화예술제,경기도 파주시 문산읍 임진각로 164,letsdmzpaf@gmail.com,37.8897734643,126.7417751478
20201023,20201025,MAMF(맘프) 2020,경상남도 창원시 의창구 사화로18번길 30,055-277-8779,35.2548756889,128.6076923566
20210525,20210613,MODAFE 2021 (제40회 국제현대무용제),서울특별시 종로구 대학로10길 15-15 해안빌딩 602호,02-763-5351,37.5825333800,127.0028600144
20200907,20200909,NDA International Festival 2020,온라인개최,010-6564-0830,,
20210628,20210629,"NextRise 2021, Seoul",서울특별시 강남구 영동대로 513,070-4640-5994,37.5117148467,127.0594429796
20201107,20201213,PRECTXE : Digital Art Festival 2020,경기도 부천시 삼작로 53,070-4238-2432,37.5219528871,126.7676748319
20201106,20201115,SF2020,경기도 과천시 상하벌로 110,sfsciencefestival@gmail.com,37.4383001830,127.0057860475
20210618,20210718,SUMMER FLOWER,경기도 안성시 공도읍 대신두길 28,031-8053-7979,36.9920801848,127.1944119888
20201103,20201123,SW교육 페스티벌 2020,온라인개최,02-559-8090,36.4968938835,127.2615501080
20210929,20211003,[명예대표축제]김제 지평선축제,온라인개최,063-540-3035~3038,35.7539938456,126.8529146250
20210723,20210801,[명예대표축제]보령머드축제 2021,충청남도 보령시 대천해수욕장,041-930-0891,36.3155293984,126.5108362552
20200925,20201004,[명예대표축제]안동국제탈춤페스티벌 2020,경상북도 안동시 육사로 239,054-841-6397~8,36.5605495777,128.7308755359
20201001,20201011,[명예대표축제]진주 남강유등축제 2020,경상남도 진주시 남강로 626,055-755-9111,35.1897457534,128.0802763856
20211001,20211010,[명예축제]금산 인삼축제 2021,충청남도 금산군 금산읍 인삼광장로 30,041-750-4147,36.1002101508,127.5012171957
20211015,20211017,[문화관광축제]광안리어방축제,부산광역시 수영구 광안해변로 219,051-610-4062,35.1516077265,129.1173479525
20201008,20201011,[문화관광축제] 강릉커피축제 2020,강원도 강릉시 수리골길 102,033-647-6802,37.7798487635,128.8968825061
20211006,20211010,[문화관광축제] 대구약령시한방문화축제,대구광역시 중구 남성로 51-1,053-253-4729,35.8673230099,128.5923963501
20200924,20200927,[문화관광축제] 밀양 아리랑대축제 2020,경상남도 밀양시 중앙로 324,055-359-4500,35.4921350361,128.7552590901
20200801,20200809,[문화관광축제] 봉화은어축제 2020,경상북도 봉화군 봉화읍,054-674-3053,36.8880621974,128.7343545531
20200907,20200927,[문화관광축제] 산청한방약초축제 2020,온라인개최,055-970-6601~5,35.4196966993,127.8718053038
20201009,20201011,[문화관광축제] 서산해미읍성축제 2020,충청남도 서산시 해미면 남문2로 143,041-660-2679,36.7128788110,126.5488612421
20201016,20201018,[문화관광축제] 순창장류축제 2020,전라북도 순창군 순창읍 민속마을길 6-3,"063-652-9301, 063-650-1611",35.3753190513,127.1133178783
20210428,20211031,[문화관광축제] 시흥갯골축제,경기도 시흥시 시청로 20,031-310-6749,37.3802283072,126.8029477968
20200923,20200927,[문화관광축제] 안성맞춤 남사당 바우덕이축제 2020,경기도 안성시 보개면 남사당로 198,031-678-2511~5,37.0337719111,127.3111058455
20201015,20201018,[문화관광축제] 여주오곡나루축제 2020,경기도 여주시 신륵사길 13,031-881-9692~5,37.2995419274,127.6557838412
20201009,20201011,[문화관광축제] 연천 구석기축제,경기도 연천군 전곡읍 양연로 1510,031-839-2561~4,38.0122815870,127.0611506837
20211007,20211010,[문화관광축제] 영산강문화제 2021,광주광역시 남구 승촌보길 90,062-362-7670,35.0660063695,126.7611512602
20210401,20210416,[문화관광축제] 온라인 영암왕인문화축제,온라인개최,061-470-2347,34.7566140519,126.6304148351
20201106,20201115,[문화관광축제] 울산옹기축제 2020,울산광역시 울주군 온양읍 외고산길 23,052-227-4961,35.4322848446,129.2801648931
20200908,20200913,[문화관광축제] 원주 다이내믹댄싱카니발 2020,강원도 원주시 단구로 170,"033-763-9401, 9402",37.3364513586,127.9461148905
20211021,20211024,[문화관광축제] 음성 품바축제,충청북도 음성군 음성읍 설성공원길 28,043-873-2241,36.9327654263,127.6910022374
20201016,20201017,[문화관광축제] 인천 펜타포트 락 페스티벌 2020,인천광역시 연수구 센트럴로 350,1899-7188,37.4078332011,126.6324847807
20211007,20211010,[문화관광축제] 임실N치즈축제 2021,전라북도 임실군 성수면 도인2길 50,063-643-3900,35.6328486749,127.3012056927
20200801,20200809,[문화관광축제] 정남진장흥물축제 2020,전라남도 장흥군 장흥읍 장흥로 21,"061-860-0224, 0380",34.6817603880,126.9067839971
20200917,20200920,[문화관광축제] 정선아리랑제 2020,강원도 정선군 정선읍 봉양리 112,033-563-2646,37.3776490698,128.6654905918
20210308,20210314,[문화관광축제] 제주들불축제,제주 제주시 애월읍 봉성리 산59-8,064-728-2751~6,33.3674368137,126.3581488312
20201008,20201011,[문화관광축제] 진안 홍삼축제 2020,전라북도 진안군 진안읍 마이산로 160,063-430-2391~3,35.7732125289,127.4162695779
20201028,20201101,[문화관광축제] 청송사과축제 2020,경상북도 청송군 청송읍 금월로 269,054-873-3686,36.4331924602,129.0555199169
20211013,20211017,[문화관광축제] 추억의 충장축제 2021,광주광역시 동구 서남로 1,062-608-2421~4,35.1454973445,126.9231294053
20210523,20211130,[문화관광축제] 춘천마임축제,강원도 춘천시 전역,033-242-0585,37.8766011603,127.7178558012
20210812,20210821,[문화관광축제] 통영한산대첩축제,경상남도 통영시 통영해안로 328,055-644-5222,34.8438295639,128.4241721001
20210611,20210613,[문화관광축제] 한산모시문화제,충청남도 서천군 한산면 충절로 1089,041-950-4256,36.0799251950,126.7987054614
20201015,20201030,[문화관광축제] 횡성한우축제 2020,온라인개최,1522-1099,37.4981056564,127.9871481157
